,agent,address,beds,receptions,baths,post_code
3258,Lawrie Estate Agents,"Mayfield, Cupar KY15",3,2,2,KY15
3259,Gillespie Property,"6 Wellside Place, Falkirk FK1",1,1,1,FK1
3260,JD Clark and Allan Ltd,"Glebe Park, Duns TD11",2,2,1,TD11
3261,Murray Little & Knox,"Main Street, Kirkpatrick Fleming DG11",3,1,1,DG11
3262,FLS Property Sales,"Leven Road, Windygates, Leven KY8",2,1,1,KY8
3264,Strutt & Parker - Perth,"Crieff Road, Aberfeldy PH15",5,2,4,PH15
3265,Slater Hogg & Howison - Falkirk Sales,"High Station Court, Falkirk FK1",2,1,2,FK1
3266,"Doorsteps.co.uk, National","Brodick Gardens, Dunfermline KY11",4,3,3,KY11
3267,Gilson Gray LLP,"100 Bankton Park West, Livingston EH54",3,2,2,EH54
3268,Gillespie Gifford and Brown,"Luce Bay, 112 Cotton Street, Castle Douglas DG7",4,1,1,DG7
3269,Thorntons Law LLP - Cupar,"Edenbank Road, Cupar, Fife KY15",3,2,1,KY15
3270,Morgans,"66 Appin Crescent, Dunfermline KY12",2,1,1,KY12
3271,ELP Arbuthnott McClanachan,"2/1 Constitution Place, The Shore, Edinburgh EH6",2,1,2,EH6
3272,Barratt Homes - Gilmerton Heights,"""Fenton"" at Gilmerton Station Road, Edinburgh EH17",4,2,2,EH17
3274,Cairn Estate and Letting Agency,"Lynedoch Place, Park District, Glasgow G3",2,1,2,G3
3275,Aberdein Considine,"Preston Watson Street, Errol, Perth PH2",4,3,2,PH2
3277,Warners,"150/6 Lower Granton Road, Trinity, Edinburgh EH5",2,1,3,EH5
3279,Cathedral City Estates,"Bracklinn Road, Callander FK17",3,1,1,FK17
3280,Miller Homes - South Gilmerton Brae,"""Mitford Linked Det"" at Gilmerton Station Road, Edinburgh EH17",4,3,2,EH17
3281,Greig Residential,"Boyd Court, Kilmarnock KA3",2,1,1,KA3
3282,Miller Homes - Highbrae at Lang Loan,"""Rossie"" at Bullfinch Way, Edinburgh EH17",5,2,3,EH17
3283,NEST Estate Agents,"Gray Buchanan Court, Polmont FK2",2,1,2,FK2
3284,Miller Homes - The Grange,"""Fletcher"" at Murieston Road, Murieston, Livingston EH54",4,2,3,EH54
3285,"Purplebricks, Head Office","62 Dalry Road, Edinburgh EH11",2,1,1,EH11
3286,McEwan Fraser Legal,"Bowmanflat, Larkhall, South Lanarkshire ML9",1,1,1,ML9
3287,David Wilson Homes - DWH @ Heritage Grange,"""Dalmally"" at Frogston Road East, Edinburgh EH17",4,2,2,EH17
3288,David Wilson Homes - Cammo Meadows,"""Brechin"" at Maybury Road, Barnton, Edinburgh EH4",4,2,2,EH4
3289,David Wilson Homes - DWH @ Heritage Grange,"""Falkland"" at Frogston Road East, Edinburgh EH17",4,2,3,EH17
3290,David Wilson Homes - DWH @ Heritage Grange,"""Dalmally"" at Frogston Road East, Edinburgh EH17",4,2,2,EH17
3291,Barratt Homes - Pentland View,"""Dunbar"" at Castlelaw Crescent, Bilston, Roslin EH25",4,2,2,EH25
3292,Barratt Homes - Lime Grove,"""Coull"" at Eliza Wigham Bow, Edinburgh EH17",3,2,1,EH17
3293,Barratt Homes - Lime Grove,"""Coull"" at Eliza Wigham Bow, Edinburgh EH17",3,2,1,EH17
3294,Barratt Homes - Lairds Brae,"""Craigend"" at Glasgow Road, Kilmarnock KA3",3,2,2,KA3
3295,Barratt Homes - Thornton View,"""Cullen"" at Ayton Park South, East Kilbride, Glasgow G74",4,2,2,G74
3296,EVE Property,"Battlefield Avenue, Battlefield, Glasgow G42",1,1,1,G42
3297,Barratt Homes - Pentland View,"""Cullen"" at Castlelaw Crescent, Bilston, Roslin EH25",4,2,2,EH25
3299,McCarthy Stone - RESALES,"Conachar Court, Isla Road, Perth PH2",2,1,2,PH2
3300,McIntyre & Company,"Inverroy, Roy Bridge, Spean Bridge PH31",4,2,1,PH31
3301,Stewart & Watson,"Strait Path, Gardenstown AB45",3,1,1,AB45
3302,Grieve Grierson Moodie & Walker,"61 The Granary, Glebe Street, Dumfries DG1",1,1,1,DG1
3305,On The Move,"Earlston Crescent, Coatbridge ML5",2,1,1,ML5
3306,"Purplebricks, Head Office","13 Muirhead Street, Glasgow G66",1,1,1,G66
3307,Igloo,"Owen Park, East Kilbride, Glasgow G75",3,1,1,G75
3308,"Springbok Properties, Nationwide","Springhill Road, Northfield, Aberdeen, Aberdeenshire AB16",2,1,1,AB16
3309,Your Move - Elgin,"Fogwatt Crescent, Elgin, Moray IV30",4,1,4,IV30
3310,Residence Estate Agents,"Hall Road, Nemphlar, Lanark ML11",5,3,2,ML11
3311,"Springbok Properties, Nationwide","Macaulay Drive, Craigbuckler, Aberdeen, Aberdeenshire AB15",2,1,1,AB15
3312,Joyce Heeps Homes LTD,"Jamieson Drive, Calderwood, East Kilbride G74",4,2,2,G74
3314,Arran Estate Agents,"Corrie, Isle Of Arran KA27",4,1,1,KA27
3315,Gilson Gray LLP,"22 Allan Park Gardens, Craiglockhart, Edinburgh EH14",3,2,1,EH14
3316,Green Door Property Auctions,"Sandbed, Hawick TD9",3,2,1,TD9
3317,Hastings and Co - Borders Property and Legal,"Newtown Street, Duns TD11",2,1,1,TD11
3319,Fineholm,"St Leonards Street, Edinburgh EH8",2,1,1,EH8
3321,Anderson Shaw & Gilbert,"Knockchoille, Kinerras, By Kiltarlity IV4",4,2,2,IV4
3322,Scottish Property Centre,"Pollokshaws Road, Shawlands G41",1,1,1,G41
3324,Munro Neil & Osborne,"Margaret's Place, Larkhall ML9",5,2,2,ML9
3325,Countrywide Scotland - Airdrie,"Millgate Crescent, Caldercruix, Airdrie, North Lanarkshire ML6",3,1,2,ML6
3328,Savills - Edinburgh Town,"Grange Loan, Grange, Edinburgh EH9",2,1,1,EH9
3329,Beveridge Philp and Ross,"Timber Bush, Edinburgh EH6",3,1,2,EH6
3330,Lawrie Estate Agents,"Lada Cottage, Den Of Lindores KY14",1,1,1,KY14
3331,Your Move - Livingston,"South Village, Pumpherston, Livingston, West Lothian EH53",3,1,1,EH53
3332,Clydebank Estate and Letting Agents,"Second Avenue, Clydebank G81",2,1,1,G81
3333,Thorntons Law LLP - St. Andrews,"Abbey Park Avenue, St Andrews, Fife KY16",1,1,1,KY16
3334,Stonefield Estate Agents,"Ross Street, Ayr KA8",2,1,1,KA8
3335,Brian Harkins Estate Agents,"Highholm Street, Port Glasgow PA14",3,1,1,PA14
3336,RE/MAX Property Marketing Centre,"Strathord Street, Glasgow G32",3,1,1,G32
3337,Slater Hogg & Howison - Paisley Sales,"Thornly Park Avenue, Paisley PA2",3,1,2,PA2
3338,Joyce Heeps Homes LTD,"Elphinstone Crescent, The Murray, East Kilbride G75",3,1,1,G75
3339,Next Home Estate Agents,"Clunymore Drive, Rosemount, Blairgowrie PH10",3,1,1,PH10
3340,Morgans,"20 Pentland Rise, Dalgety Bay, Dunfermline KY11",3,1,1,KY11
3341,Neilsons Solicitors & Estate Agents,"6 North Bughtlin Neuk, Edinburgh EH12",4,3,1,EH12
3342,Jas Campbell & Co,"Park Cottage, Lamlash, Isle Of Arran KA27",2,2,2,KA27
3343,Boyd Property,"18 (1F3), Sciennes Road, Edinburgh EH9",4,1,1,F3
3344,Neilsons Solicitors & Estate Agents,"38 Moubray Grove, South Queensferry EH30",2,1,1,EH30
3345,Your Move - Edinburgh,"Bonnyhaugh Lane, Edinburgh, Midlothian EH6",1,1,1,EH6
3346,"Allen & Harris - Clarkston, Glasgow","Orchard Park Avenue, Thornliebank, Glasgow G46",2,2,1,G46
3347,"Purplebricks, Head Office","Lamond Place, Aberdeen AB25",1,1,1,AB25
3348,Warners,"6 Cloverfoot Cottages, Edinburgh EH16",3,2,1,EH16
3349,Northwood - Aberdeen,"George Street, The City Centre, Aberdeen AB25",1,1,1,AB25
3350,Aberdein Considine,"B/1, Carnarvon Street, Glasgow G3",2,1,1,G3
3352,Yopa,"Abercorn Drive, Hamilton ML3",3,3,2,ML3
3353,National Property,"Bloomfield Road, Aberdeen AB10",1,1,1,AB10
3355,Murray Snell,"South Gray Street, Edinburgh EH9",2,1,1,EH9
3357,Yopa,"Craigard Road, Dundee DD2",2,1,1,DD2
3359,Galloway and Ayrshire Properties Ltd,"Harbour Road, Wigtown DG8",2,2,2,DG8
3360,"Purplebricks, Head Office","Ardallie, Peterhead AB42",4,2,1,AB42
3361,Miller Homes - Sycamore Dell,"""Fletcher"" at North Road, Liff, Dundee DD2",4,2,3,DD2
3362,DJ Alexander,"18 3F1 Spittal Street, Edinburgh EH3",1,1,1,F1
3363,Your Move - Kirkcaldy,"Ramsay Road, Kirkcaldy, Fife KY1",2,1,1,KY1
3365,Property Bureau,"10, 2 Canniesburn Drive, Bearsden G61",2,1,2,G61
3367,Gillespie Gifford and Brown,"2 Trinity Lane, Castle Douglas DG7",4,2,2,DG7
3368,Warners,"22 Drum Brae Grove, Clermiston, Edinburgh EH4",2,1,1,EH4
3370,Middleton Ross,"Pitglassie, Dingwall IV15",3,1,1,IV15
3371,Aberdein Considine,"Burnside, Kincaldrum Park, Kincaldrum, Forfar DD8",4,1,3,DD8
3372,Scottish Property Centre,"Shore Road, Dunoon PA23",1,1,1,PA23
3373,Brian Harkins Estate Agents,"Newton Street, Greenock PA16",2,1,1,PA16
3374,O'Malley Property,"Ravenswood Rise, Livingston EH54",2,1,1,EH54
3378,"Springbok Properties, Nationwide","Forrestal Street, Edzell Woods, Brechin, Kincardineshire DD9",3,1,1,DD9
3380,Coulters Stockbridge,"3/5 West Powburn, Newington, Edinburgh EH9",2,1,1,EH9
3381,"Purplebricks, Head Office","Keswick Place, Dumfries DG1",5,1,1,DG1
3382,Keller Williams,"Cramond Avenue, Edinburgh EH4",4,2,1,EH4
3383,Your Move - Dalkeith,"Neatoune Court, Danderhall, Dalkeith, Midlothian EH22",3,1,3,EH22
3385,Countrywide Scotland - Shawlands Sales,"Pollokshaws Road, Glasgow, Lanarkshire G41",1,1,1,G41
3386,Countrywide Scotland - Glasgow West End Sales,"Shakespeare Street, Glasgow, Lanarkshire G20",1,1,1,G20
3387,Countrywide Scotland - Glasgow Sales,"Albion Street, Merchant City, Glasgow G1",1,1,1,G1
3388,Sold.co.uk,"School Drive, Aberdeen AB24",2,1,1,AB24
3392,Re/Max Property Marketing Centre (ABERDEEN LTD),"Concraig Walk, Kingswells, Aberdeen AB15",3,1,1,AB15
3397,T Duncan & Co,"Wellington Park, Montrose DD10",2,1,1,DD10
3398,J & G Wilson,"10, Crighton Place, Leith Walk, Edinburgh EH7",2,1,1,EH7
3399,DJ Alexander,"31/29 Simpson Loan, Edinburgh EH3",3,2,3,EH3
3400,Yieldit,"Millford Drive, Linwood, Paisley, Renfrewshire PA3",3,1,1,PA3
3402,RE/MAX Property Marketing Centre,"Priory Road, Linlithgow EH49",3,1,1,EH49
3404,Harper Macleod,"Helendale Drive, Lerwick ZE1",5,2,2,ZE1
3406,Anderson Shaw & Gilbert,"3, Inverlochy Crescent, Inverness IV2",2,1,2,IV2
3407,Hannah Homes,"Victoria Terrace, Tain IV19",2,1,1,IV19
3408,Anderson Shaw & Gilbert,"Tidal Cottage, Ardvasar, Isle Of Skye IV45",3,1,2,IV45
3409,DJ Alexander,"10B Mayfield Terrace, Edinburgh EH9",3,1,1,EH9
3410,Slater Hogg & Howison - Candleriggs Sales,"Moir Street, Gallowgate, Glasgow, Lanarkshire G1",2,1,2,G1
3411,Abode Estate Agency,"Burniebrae, Whinhall, Airdrie ML6",2,1,1,ML6
3412,Remax,"Ashludie Hospital Drive, Monifieth, Dundee DD5",2,2,1,DD5
3413,Aitchisons Property Centre,"Hinkar Way, Eyemouth, Berwickshire TD14",3,1,1,TD14
3414,Simple Approach Estate Agents,"Glasgow Road, Perth PH2",2,1,1,PH2
3415,"Purplebricks, Head Office","Balmore Road, Greenock PA15",3,1,1,PA15
3416,"Clyde Property, Shawlands","Rawcliffe Gardens, Flat 2/1, Langside, Glasgow G41",3,1,2,G41
3417,Yopa,"Braeface Road, Cumbernauld, Glasgow G67",2,1,1,G67
3418,Warners,"35 Malleny Avenue, Balerno, Edinburgh EH14",2,1,1,EH14
3419,Countrywide Scotland - Shawlands Sales,"Cartside Street, Glasgow, Lanarkshire G42",1,1,1,G42
3420,"Springbok Properties, Nationwide","Flat 3/2 Earl Street, Earl Street, Glasgow, Glasgow G14",1,1,1,G14
3421,Pacitti Jones,"Flat 2/2 37, Whitehaugh Road, Glasgow G53",2,1,1,G53
3423,Savills - Edinburgh Town,"India Street, Edinburgh EH3",2,2,1,EH3
3424,Moving Estate Agents,"21 Lyle Square, Milngavie, Glasgow G62",3,1,1,G62
3426,Slater Hogg & Howison - Glasgow West End Sales,"Netherton Avenue, Anniesland, Glasgow, Lanarkshire G13",2,1,2,G13
3429,"Purplebricks, Head Office","Annfield Gardens, Stirling FK8",3,1,2,FK8
3430,Yopa,"Chapel Place, Montrose DD10",1,1,1,DD10
3431,Mov8 Real Estate,"Kimmerghame Place, Fettes, Edinburgh EH4",1,1,1,EH4
3432,Falkirk Homes Estate Agency,"Maryfield Place Lime Road, Falkirk FK1",2,1,1,FK1
3435,Yopa,"South Scotstoun, South Queensferry EH30",1,1,1,EH30
3437,Yopa,"Telford Gardens, Dingwall IV15",5,2,3,IV15
3438,"Purplebricks, Head Office","St. Germain Street, Mauchline KA5",1,1,1,KA5
3439,James Agent,"Knoll Park Place, Galashiels TD1",3,1,1,TD1
3440,Grigor & Young Solicitors and Estate Agents,"Dornoch Links, Elgin IV30",2,1,2,IV30
3441,"Purplebricks, Head Office","St. Germain Street, Mauchline KA5",1,1,1,KA5
3442,"Purplebricks, Head Office","St. Germain Street, Mauchline KA5",1,1,1,KA5
3443,Scottish Property Centre,"Marine Parade, Hunters Quay, Dunoon, Argyll And Bute PA23",5,2,4,PA23
3444,"Purplebricks, Head Office","1 Maybank Street, Glasgow G42",4,2,1,G42
3445,AB Property Consultants & Estate Agents G69,"Brown Street, Glasgow City Centre G2",2,1,1,G2
3448,Yieldit,"Millford Drive, Linwood, Paisley, Renfrewshire PA3",3,1,1,PA3
3449,Hodge Solicitors LLP,"North Balloch, Alyth, Perthshire PH11",4,1,3,PH11
3450,Yopa,"Riccartsbar Avenue, Paisley PA2",2,3,1,PA2
3451,E2W Property,"Cambrai House, Dingwall IV15",1,1,1,IV15
3453,Slater Hogg & Howison - Burnside,"Parkhill Drive, Rutherglen, Glasgow G73",1,1,1,G73
3454,"Clyde Property, Shawlands","Bridge Street, Flat 3/3, Tradeston, Glasgow G5",1,1,1,G5
3456,Knightbain Estate Agents Ltd,"East Main Street, Broxburn EH52",3,1,2,EH52
3457,Wilsons Auctions,"Main Street, Alexandria G83",1,1,1,G83
3458,Yopa,"Kilbirnie Terrace, Denny FK6",2,1,1,FK6
3459,Keller Williams Evolve,"Torbrex Road, Cumbernauld, Glasgow G67",3,1,2,G67
3460,Slater Hogg & Howison - Livingston,"Eilston Loan, Kirkliston, Midlothian EH29",5,2,4,EH29
3461,"Springbok Properties, Nationwide","Little Nursery, Montrose, Dundee DD10",1,1,1,DD10
3462,Knightbain Estate Agents Ltd,"Oxford Street, Newington, Edinburgh EH8",2,2,1,EH8
3464,Thorntons Law LLP - Perth,"Earnbank, Bridge Of Earn, Perthshire PH2",1,1,1,PH2
3467,"Springbok Properties, Nationwide","Springvale Street, Saltcoats, Ayrshire KA21",2,1,1,KA21
3468,Rollos Law LLP,"18, Lochiebank Crescent, Auchtermuchty, Fife KY14",3,1,1,KY14
3471,Your Move - Falkirk,"Laxdale Drive, Denny, Stirlingshire FK6",3,2,2,FK6
3472,"Clyde Property, Shawlands","Battlefield Gardens, Flat 3/1, Battlefield, Glasgow G42",1,1,1,G42
3477,Momo Homes,"Belhaven Terrace, Wishaw ML2",1,1,1,ML2
3480,Yopa,"Admirals View, Westhill, Inverness IV2",3,1,2,IV2
3482,HAP Sales & Lettings,"Hutcheson Street, Glasgow G1",1,1,2,G1
3486,"Purplebricks, Head Office","Morar Crescent, Bishopton PA7",3,1,1,PA7
3488,RE/MAX Property Marketing Centre – Edinburgh,"Abbot Street, Dunfermline KY12",2,1,2,KY12
3489,South West Property Centre,"George Street, Stranraer DG9",2,1,1,DG9
3490,"Purplebricks, Head Office","West Princes Street, Glasgow G4",1,1,1,G4
3491,Manor Estate Agency,"Farie Street, Rutherglen G73",3,1,1,G73
3492,Your Move - Stirling,"Roundhouse, Cowie, Stirling, Stirlingshire FK7",2,1,1,FK7
3493,Middleton Ross,"Mid Ardross, Alness IV17",1,1,1,IV17
3494,"Purplebricks, Head Office","Dirleton Avenue, Glasgow G72",5,3,2,G72
3496,Residence,"Alexandra Park Street, Dennistoun, Glasgow G31",2,1,1,G31
3497,Yopa,"Eskdale Court, Bonnyrigg EH19",2,1,1,EH19
3498,Sneddons,"Alderbank, Livingston EH54",3,1,1,EH54
3499,Allen & Harris - Paisley,"Stirrat Crescent, Paisley PA3",2,1,1,PA3
3500,Thorntons Law LLP - St. Andrews,"Balfour Place, St Andrews, Fife KY16",2,1,1,KY16
3502,Keller Williams,"Warriston Road, Canonmills, Edinburgh EH3",2,1,1,EH3
3503,Mov8 Real Estate,"Pentland View Crescent, Roslin EH25",2,1,1,EH25
3505,Isle Of Skye Estate Agency,"Half Of 30 Lower Breakish, Isle Of Skye IV42",4,2,2,IV42
3507,Residence,"Kirk Street, Strathaven ML10",1,1,1,ML10
3508,Homelink Estate and Letting Agents Ltd,"The Blair, Ravenscraig, The Castings, Meadowhead Road, Ravenscraig, Wishaw ML2",3,1,2,ML2
3509,Homelink Estate and Letting Agents Ltd,"The Buchanan, Ravenscraig, The Castings, Meadowhead Road, Ravenscraig, Wishaw ML2",3,1,2,ML2
3510,Yopa,"Union Street, Dundee DD1",3,1,1,DD1
3511,Homelink Estate and Letting Agents Ltd,"The Blair, Ravenscraig, The Castings, Meadowhead Road, Ravenscraig, Wishaw ML2",3,1,2,ML2
3513,Keller Williams,"Holburn Street, Aberdeen AB10",2,1,1,AB10
3514,Homelink Estate and Letting Agents Ltd,"The Roxburgh, Ravenscraig, The Castings, Meadowhead Road, Ravenscraig, Wishaw ML2",3,1,3,ML2
3515,Homelink Estate and Letting Agents Ltd,"The Buchanan, Ravenscraig, The Castings, Meadowhead Road, Ravenscraig, Wishaw ML2",3,1,2,ML2
3516,Homelink Estate and Letting Agents Ltd,"The Roxburgh, Ravenscraig, The Castings, Meadowhead Road, Ravenscraig, Wishaw ML2",3,1,3,ML2
3517,Harper & Stone Estate and Letting Agents,"House 1, Plot 1, Muir Road, Freuchie Fife KY15",4,1,4,KY15
3518,Taylor & Henderson,"51 Walkerston Avenue, Largs KA30",3,2,1,KA30
3519,Homelink Estate and Letting Agents Ltd,"The Fyvie, Ravenscraig, The Castings, Meadowhead Road, Ravenscraig, Wishaw ML2",3,1,3,ML2
3522,Thorntons Law LLP - St. Andrews,"Shoolbraids, St Andrews, Fife KY16",3,1,1,KY16
3526,Northwood - Aberdeen,"Sunnybank Road, Kittybrewster, Aberdeen AB24",2,1,1,AB24
3529,Aberdein Considine,"Abbot Street, Perth PH2",1,1,1,PH2
3530,"Springbok Properties, Nationwide","River Don Ave, Bucksburn, Aberdeen, Aberdeenshire AB21",2,1,2,AB21
3532,Aberdein Considine,"Atholl Crescent Lane, Edinburgh EH3",1,1,1,EH3
3533,Aberdein Considine,"Meadowbank Terrace, Edinburgh EH8",2,1,1,EH8
3534,McEwan Fraser Legal,"South Frederick Street, Glasgow G1",1,1,1,G1
3535,Countrywide Scotland - Kirkintilloch,"Eastside, Kirkintilloch, Glasgow G66",1,1,1,G66
3536,Fife Properties Sales & Lettings,"Station Road, Windygates, Leven KY8",4,1,1,KY8
3538,McEwan Fraser Legal,"Hapland Bow, Liberton, Edinburgh EH17",3,1,1,EH17
3540,We Auction Property,"Brandon Place, Kilchattan Bay PA20",3,1,1,PA20
3541,eXp World UK,"Plot 53 - The Lock, Great Glen Hall, Inverness IV3",3,1,2,IV3
3542,Thistles Estate Agents,"40 Marchburn Road, Aberdeen AB16",3,1,1,AB16
3543,Re/Max Property Marketing Centre (ABERDEEN LTD),"Bridge Of Alford, Alford AB33",5,3,4,AB33
3544,SB Property,"Station Road, Dumbarton, West Dunbartonshire G82",2,1,1,G82
3545,Gillespie Gifford and Brown,"Shilling House, Shillinghill, Kirkcudbright DG6",2,2,2,DG6
3547,Scottish Property Centre,"Limeside Avenue, Rutherglen, Glasgow G73",3,1,1,G73
3550,Grant Smith Law Practice Ltd,"Bryson Crescent, Portessie, Buckie AB56",2,1,1,AB56
3551,Clydebank Estate and Letting Agents,"Bulldale Place, Glasgow G14",2,1,2,G14
3552,Joyce Heeps Homes LTD,"Markethill Road, The Village, East Kilbride G74",3,1,2,G74
3553,Retirement Homesearch,"Stonelaw Court, Glasgow G73",1,1,1,G73
3554,Drever and Heddle,"Stroma View, Canisbay KW1",1,1,1,KW1
3555,Remax Property,"Happy Valley Road, Blackburn EH47",3,2,1,EH47
3556,Yopa,"Strait Close, Strathaven ML10",3,2,1,ML10
3557,DM Property,"106F, Macbeth Moir Road, Musselburgh EH21",3,1,1,EH21
3558,Patch Estate Agents,"Stock Street, Paisley PA2",1,1,1,PA2
3561,Tip Top Estate Agents,"Finlay Drive, Dennistoun, Glasgow G31",2,1,2,G31
3562,Thorntons Law LLP - Perth,"Mill Street, Stanley, Perth PH1",4,1,2,PH1
3563,Slater Hogg & Howison - Shawlands,"Ledard Road, Glasgow, Lanarkshire G42",1,1,1,G42
3564,Slater Hogg & Howison - Stirling Sales,"The Avenue, Bridge Of Allan, Stirling, Stirlingshire FK9",2,1,1,FK9
3565,Countrywide Scotland - Baillieston,"Carmyle Avenue, Glasgow, Lanarkshire G32",3,1,1,G32
3566,"Clyde Property, Shawlands","Glenapp Street, Flat 0/1, Pollokshields, Glasgow G41",2,1,1,G41
3567,MQ Estate Agents & Lettings,"Lorne Street, Kinning Park, Glasgow G51",1,1,1,G51
3568,"Clyde Property, Bothwell","Mosshall Grove, Newarthill, Motherwell, Lanarkshire ML1",4,1,1,ML1
3569,Your Move - Dumfries,"Ottersburn Way, Crocketford, Dumfries, Dumfries And Galloway DG2",3,2,3,DG2
3570,David Wilson Homes - DWH @ Thornton View,"""Falkland"" at Ayton Park South, East Kilbride, Glasgow G74",4,2,3,G74
3572,David Wilson Homes - DWH @ Thornton View,"""Ballater"" at Ayton Park South, East Kilbride, Glasgow G74",4,3,2,G74
3573,JBM Estate Agents,"16 George Place, Peebles EH45",1,1,1,EH45
3574,Your Move - Kirkcaldy,"Ballingry Lane, Lochgelly, Fife KY5",2,1,1,KY5
3575,AMA homes - Springwell,"Gorgie Road, Edinburgh EH11",2,1,2,EH11
3576,Highland Residential,"Old School Court, School Road, Conon Bridge, Dingwall IV7",2,1,1,IV7
3577,Warners,"3/1 Abercorn Road, Willowbrae, Edinburgh EH8",2,1,1,EH8
3578,David Wilson Homes - DWH @ Thornton View,"""Brora"" at Ayton Park South, East Kilbride, Glasgow G74",4,2,2,G74
3579,Miller Hendry,"Mugdrum Place, Newburgh, Cupar KY14",2,1,1,KY14
3580,DJ Alexander,"17 (Pf1) Dean Park Street, Edinburgh EH4",2,1,1,EH4
3581,Your Move - Dunfermline,"Elgin Street, Dunfermline, Fife KY12",3,1,1,KY12
3582,Robb Residential,"Rose Cottage Development, Pladda, Portencross, West Kilbride KA23",3,2,3,KA23
3583,Verdala,"Farington Street, Dundee DD2",2,1,1,DD2
3584,Yopa,"Cameron Street, Stonehaven AB39",2,1,1,AB39
3585,Allen & Harris - Helensburgh,"Shore Road, Cove, Helensburgh G84",3,1,1,G84
3586,Residence,"Blair Road, Coatbridge ML5",3,1,3,ML5
3587,Threave Rural,"Sorbie, Newton Stewart DG8",4,2,2,DG8
3588,Yvonne Fitzgerald Properties,"Pollok Place, Thurso KW14",2,1,1,KW14
3589,Harper Macleod,"Eshaness, Shetland ZE2",2,1,1,ZE2
3591,Keller Williams,"Claverhouse Road, Dundee DD4",2,2,1,DD4
3592,"Clyde Property, Bearsden","Strathblane Road, Milngavie, East Dunbartonshire G62",1,1,1,G62
3593,J & G Wilson,"Greenbank Road, Glenfarg PH2",1,1,1,PH2
3594,Slater Hogg & Howison - Glasgow West End Sales,"Cleveden Place, Kelvindale, Glasgow G12",2,1,1,G12
3595,"Purplebricks, Head Office","Glencoats Drive, Paisley PA3",2,1,1,PA3
3596,Slater Hogg & Howison - Glasgow West End Sales,"Cleveden Place, Kelvindale, Glasgow G12",2,1,1,G12
3597,ELP Arbuthnott McClanachan,"6 North Fort Street, Trinity, Edinburgh EH6",2,1,1,EH6
3598,Allen & Harris - Shawlands,"Holmlea Road, Glasgow G44",1,1,1,G44
3599,Blair Cadell,"32/5 Bryson Road, Edinburgh EH11",1,1,1,EH11
3600,Morgans,"18 Glebe Park, Inverkeithing KY11",2,1,1,KY11
3601,"Allen & Harris - Dennistoun, Glasgow","Tollcross Park View, Tollcross, Glasgow G32",1,1,1,G32
3602,Corrigall Black,"Craigievar, 16 Nelson Street, Dunoon PA23",2,1,1,PA23
3603,Countrywide Scotland - Hamilton Sales,"Avon Street, Hamilton, South Lanarkshire ML3",2,1,1,ML3
3604,"Purplebricks, Head Office","Hawthornvale, Edinburgh EH6",1,1,1,EH6
3605,Knight Frank - Edinburgh Sales,"Douglas Crescent, Edinburgh EH12",5,2,3,EH12
3606,Yopa,"Calfhill Road, Glasgow G53",2,1,1,G53
3607,Warners,"1/4 Hermitage Park Lea, Edinburgh EH6",2,1,1,EH6
3608,Miller Homes - Highstonehall,"""Meldrum Mid"" at Brora Crescent, Hamilton ML3",3,2,2,ML3
3609,Miller Homes - Edgelaw,"""Grant"" at Lasswade Road, Edinburgh EH17",4,3,2,EH17
3611,Yopa,"Nursery Road, Montrose DD10",3,2,2,DD10
3612,Neilsons Solicitors & Estate Agents,"2/4 Talla Street, Edinburgh EH16",2,1,2,EH16
3613,Delmor Ltd (Leven),"Factory Road, Buckhaven, Leven KY8",2,1,1,KY8
